code,num_gap_segments_norm,av_gap_segment_length,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_four_plus,num_unique_gaps,num_unique_gaps_norm,avg_unique_gap_length,gaps_1seq_len1,gaps_2seq_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_1seq_len4plus,gaps_2seq_len4plus,gaps_all_except_1_len1,gaps_all_except_1_len2,gaps_all_except_1_len3,gaps_all_except_1_len4plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,single_char_count,double_char_count,seq_max_len,seq_min_len
'bali_phy_msa.345.fas', 75.057, 17.156, 8.471, 7.343, 4.571, 54.671, 132, 1.886, 47.008, 14, 0, 7, 0, 6, 1, 105, 16, 0, 0, 0, 0, 0, 9, 21, 1095, 2151, 1136, 280, 107
'bali_phy_msa.346.fas', 80.386, 16.343, 12.257, 5.543, 8.243, 54.343, 119, 1.7, 57.017, 7, 2, 10, 1, 5, 1, 97, 9, 0, 0, 0, 0, 0, 7, 19, 1129, 2432, 1596, 280, 107
'bali_phy_msa.347.fas', 78.214, 16.86, 14.643, 7.2, 4.571, 51.8, 122, 1.743, 53.459, 6, 1, 4, 1, 6, 1, 106, 14, 0, 0, 0, 0, 0, 8, 19, 1127, 2035, 1904, 280, 107
'bali_phy_msa.348.fas', 77.4, 16.779, 11.0, 8.357, 6.457, 51.586, 111, 1.586, 60.09, 8, 1, 5, 2, 4, 1, 94, 10, 0, 0, 0, 0, 0, 8, 18, 1114, 2258, 1306, 280, 107
'bali_phy_msa.349.fas', 74.443, 17.835, 10.814, 7.086, 4.743, 51.8, 118, 1.686, 56.407, 9, 1, 4, 2, 6, 1, 99, 11, 0, 0, 0, 0, 0, 5, 18, 1138, 2225, 1283, 280, 107
'bali_phy_msa.35.fas', 75.014, 17.14, 11.171, 4.714, 3.8, 55.329, 118, 1.686, 49.822, 8, 1, 8, 1, 6, 0, 96, 14, 0, 0, 0, 0, 0, 6, 22, 1102, 2190, 1155, 280, 107
'bali_phy_msa.350.fas', 77.714, 16.827, 13.8, 6.5, 2.914, 54.5, 119, 1.7, 56.807, 9, 1, 8, 1, 9, 1, 93, 12, 0, 0, 0, 0, 0, 8, 17, 1116, 2404, 1380, 280, 107
'bali_phy_msa.351.fas', 77.757, 17.011, 13.829, 4.457, 1.914, 57.557, 129, 1.843, 54.481, 10, 1, 6, 1, 8, 1, 105, 4, 0, 0, 0, 0, 0, 6, 17, 1134, 2381, 1165, 280, 107
'bali_phy_msa.352.fas', 74.143, 17.8, 12.114, 5.586, 3.757, 52.686, 126, 1.8, 50.508, 11, 2, 5, 2, 5, 2, 105, 14, 0, 0, 0, 0, 0, 5, 21, 1129, 1969, 1560, 280, 107
'bali_phy_msa.353.fas', 72.2, 18.209, 9.3, 9.2, 0.171, 53.529, 137, 1.957, 49.781, 9, 2, 7, 1, 6, 1, 115, 9, 0, 0, 0, 0, 0, 5, 19, 1130, 2136, 762, 280, 107
'bali_phy_msa.354.fas', 76.9, 17.265, 11.8, 7.243, 3.714, 54.143, 118, 1.686, 59.305, 7, 2, 5, 2, 6, 1, 100, 10, 0, 0, 0, 0, 0, 9, 15, 1135, 2112, 1722, 280, 107
'bali_phy_msa.355.fas', 74.857, 17.723, 11.3, 6.343, 3.614, 53.6, 119, 1.7, 57.202, 11, 1, 3, 2, 5, 2, 100, 11, 0, 0, 0, 0, 0, 5, 20, 1149, 1917, 1558, 280, 107
'bali_phy_msa.356.fas', 73.357, 17.895, 8.6, 5.486, 3.714, 55.557, 127, 1.814, 49.134, 12, 3, 7, 0, 9, 0, 99, 15, 0, 0, 0, 0, 0, 9, 26, 1125, 1979, 1217, 280, 107
'bali_phy_msa.357.fas', 70.229, 19.119, 8.514, 6.357, 2.786, 52.571, 128, 1.829, 56.484, 12, 1, 4, 1, 6, 1, 106, 10, 0, 0, 0, 0, 0, 5, 21, 1159, 2011, 1003, 280, 107
'bali_phy_msa.358.fas', 78.229, 17.253, 11.057, 7.343, 1.943, 57.886, 126, 1.8, 54.246, 14, 1, 6, 1, 8, 1, 98, 13, 0, 0, 0, 0, 0, 7, 10, 1169, 2324, 1628, 280, 107
'bali_phy_msa.359.fas', 81.671, 16.171, 15.5, 3.514, 6.443, 56.214, 112, 1.6, 57.375, 12, 1, 4, 0, 6, 1, 90, 11, 0, 0, 0, 0, 0, 7, 23, 1131, 2453, 1481, 280, 107
'bali_phy_msa.36.fas', 78.429, 16.738, 7.686, 6.343, 6.471, 57.929, 116, 1.657, 55.052, 13, 2, 4, 2, 7, 2, 92, 11, 0, 0, 0, 0, 0, 5, 23, 1131, 2451, 1319, 280, 107
'bali_phy_msa.360.fas', 69.229, 18.991, 10.171, 6.286, 2.786, 49.986, 133, 1.9, 51.248, 13, 2, 9, 1, 6, 0, 105, 9, 0, 0, 0, 0, 0, 6, 18, 1130, 1881, 1002, 280, 107
'bali_phy_msa.361.fas', 73.157, 18.094, 12.771, 3.714, 2.686, 53.986, 126, 1.8, 54.881, 10, 2, 6, 1, 5, 2, 105, 8, 0, 0, 0, 0, 0, 5, 22, 1136, 2289, 880, 280, 107
'bali_phy_msa.362.fas', 74.629, 17.845, 7.357, 6.157, 3.5, 57.614, 124, 1.771, 57.21, 12, 1, 5, 1, 5, 0, 102, 13, 0, 0, 0, 0, 0, 6, 19, 1146, 2270, 1112, 280, 107
'bali_phy_msa.363.fas', 77.286, 17.464, 10.114, 6.343, 5.471, 55.357, 112, 1.6, 64.393, 6, 4, 7, 0, 6, 1, 93, 10, 0, 0, 0, 0, 0, 7, 20, 1158, 2097, 1357, 280, 107
'bali_phy_msa.364.fas', 74.829, 17.81, 11.014, 7.386, 4.529, 51.9, 126, 1.8, 51.825, 11, 1, 7, 2, 6, 2, 102, 10, 0, 0, 0, 0, 0, 5, 18, 1150, 2280, 891, 280, 107
'bali_phy_msa.365.fas', 74.286, 17.712, 10.271, 8.071, 2.971, 52.971, 124, 1.771, 57.5, 10, 2, 4, 3, 4, 3, 106, 13, 0, 0, 0, 0, 0, 8, 16, 1123, 2161, 910, 280, 107
'bali_phy_msa.366.fas', 78.5, 17.372, 12.186, 6.314, 7.371, 52.629, 126, 1.8, 57.341, 9, 1, 9, 2, 3, 1, 105, 9, 0, 0, 0, 0, 0, 4, 17, 1170, 2220, 1383, 280, 107
'bali_phy_msa.367.fas', 78.4, 16.527, 10.343, 7.414, 2.786, 57.857, 113, 1.614, 54.894, 10, 3, 6, 1, 10, 1, 87, 8, 0, 0, 0, 0, 0, 8, 21, 1112, 2572, 1015, 280, 107
'bali_phy_msa.368.fas', 80.186, 16.234, 11.257, 4.714, 3.686, 60.529, 113, 1.614, 56.655, 8, 1, 5, 1, 10, 0, 90, 9, 0, 0, 0, 0, 0, 10, 21, 1120, 2222, 1863, 280, 107
'bali_phy_msa.369.fas', 78.086, 17.08, 10.171, 4.557, 3.657, 59.7, 122, 1.743, 57.402, 9, 3, 4, 3, 6, 0, 103, 8, 0, 0, 0, 0, 0, 7, 22, 1147, 2339, 1467, 280, 107
'bali_phy_msa.37.fas', 72.429, 18.055, 10.3, 7.214, 3.771, 51.143, 119, 1.7, 57.378, 10, 1, 4, 1, 6, 2, 99, 10, 0, 0, 0, 0, 0, 6, 20, 1127, 2105, 1021, 280, 107
'bali_phy_msa.370.fas', 78.557, 16.507, 13.943, 5.529, 4.757, 54.329, 114, 1.629, 53.596, 10, 0, 6, 2, 7, 1, 91, 12, 0, 0, 0, 0, 0, 8, 20, 1110, 2287, 1551, 280, 107
'bali_phy_msa.371.fas', 84.9, 15.368, 13.914, 7.329, 5.586, 58.071, 118, 1.686, 52.534, 10, 0, 6, 1, 3, 2, 99, 13, 0, 0, 0, 0, 0, 10, 23, 1134, 3167, 1045, 280, 107
'bali_phy_msa.372.fas', 75.529, 17.711, 9.371, 6.4, 2.786, 56.971, 123, 1.757, 56.504, 12, 2, 6, 0, 10, 1, 95, 12, 0, 0, 0, 0, 0, 8, 19, 1150, 2511, 1008, 280, 107
'bali_phy_msa.373.fas', 72.243, 18.309, 10.143, 7.343, 1.914, 52.843, 125, 1.786, 54.12, 11, 1, 7, 1, 7, 1, 100, 12, 0, 0, 0, 0, 0, 6, 21, 1138, 1843, 1213, 280, 107
'bali_phy_msa.374.fas', 73.7, 18.015, 8.5, 9.057, 2.786, 53.357, 121, 1.729, 57.43, 11, 2, 6, 2, 4, 2, 100, 10, 0, 0, 0, 0, 0, 6, 21, 1144, 2120, 1205, 280, 107
'bali_phy_msa.375.fas', 78.557, 16.621, 11.257, 9.843, 3.686, 53.771, 114, 1.629, 60.623, 9, 1, 2, 0, 5, 1, 98, 11, 0, 0, 0, 0, 0, 6, 18, 1130, 2429, 1124, 280, 107
'bali_phy_msa.376.fas', 77.3, 16.904, 11.114, 8.171, 3.771, 54.243, 118, 1.686, 54.017, 9, 1, 3, 1, 10, 1, 96, 13, 0, 0, 0, 0, 0, 7, 18, 1121, 2274, 1365, 280, 107
'bali_phy_msa.377.fas', 75.214, 17.307, 8.471, 8.143, 5.5, 53.1, 114, 1.629, 53.772, 11, 2, 5, 0, 4, 3, 94, 12, 0, 0, 0, 0, 0, 4, 19, 1125, 2333, 855, 280, 107
'bali_phy_msa.378.fas', 80.0, 16.321, 12.757, 4.586, 6.586, 56.071, 119, 1.7, 54.479, 12, 2, 5, 2, 6, 1, 96, 8, 0, 0, 0, 0, 0, 8, 24, 1113, 2799, 787, 280, 107
'bali_phy_msa.379.fas', 76.514, 17.248, 12.986, 9.743, 4.629, 49.157, 119, 1.7, 58.21, 9, 2, 1, 1, 5, 1, 104, 13, 0, 0, 0, 0, 0, 10, 14, 1128, 2253, 1070, 280, 107
'bali_phy_msa.38.fas', 74.786, 17.473, 10.429, 5.5, 4.643, 54.214, 114, 1.629, 61.421, 9, 1, 5, 2, 7, 1, 93, 11, 0, 0, 0, 0, 0, 6, 15, 1125, 2336, 1131, 280, 107
'bali_phy_msa.380.fas', 79.3, 16.579, 11.029, 7.4, 3.729, 57.143, 130, 1.857, 53.885, 13, 1, 3, 1, 8, 2, 106, 10, 0, 0, 0, 0, 0, 7, 17, 1123, 2231, 1421, 280, 107
'bali_phy_msa.381.fas', 73.114, 17.886, 8.614, 5.457, 3.757, 55.286, 124, 1.771, 55.968, 11, 2, 8, 1, 6, 1, 99, 12, 0, 0, 0, 0, 0, 4, 23, 1120, 2079, 1018, 280, 107
'bali_phy_msa.382.fas', 73.0, 18.174, 9.357, 2.629, 4.6, 56.414, 125, 1.786, 59.392, 10, 1, 4, 1, 3, 2, 108, 11, 0, 0, 0, 0, 0, 7, 20, 1143, 1954, 1250, 280, 107
'bali_phy_msa.383.fas', 75.686, 17.331, 10.086, 6.571, 4.457, 54.571, 114, 1.629, 58.307, 10, 3, 7, 0, 4, 1, 93, 11, 0, 0, 0, 0, 0, 6, 18, 1133, 2462, 1249, 280, 107
'bali_phy_msa.384.fas', 73.386, 18.106, 10.371, 4.671, 4.729, 53.614, 120, 1.714, 57.508, 7, 2, 7, 1, 5, 2, 101, 8, 0, 0, 0, 0, 0, 7, 20, 1146, 2064, 1313, 280, 107
'bali_phy_msa.385.fas', 75.214, 17.413, 12.9, 7.029, 1.914, 53.371, 123, 1.757, 50.813, 11, 1, 3, 2, 8, 0, 101, 14, 0, 0, 0, 0, 0, 10, 23, 1118, 2002, 1715, 280, 107
'bali_phy_msa.386.fas', 73.829, 18.119, 12.086, 5.386, 2.857, 53.5, 122, 1.743, 61.77, 11, 2, 5, 0, 9, 0, 97, 10, 0, 0, 0, 0, 0, 7, 22, 1139, 1997, 1288, 280, 107
'bali_phy_msa.387.fas', 72.9, 18.144, 10.143, 5.514, 4.571, 52.671, 122, 1.743, 56.77, 12, 0, 2, 1, 5, 0, 103, 14, 0, 0, 0, 0, 0, 7, 16, 1140, 1959, 1374, 280, 107
'bali_phy_msa.388.fas', 79.057, 16.655, 12.043, 8.143, 4.571, 54.3, 113, 1.614, 62.221, 10, 2, 3, 0, 7, 0, 93, 13, 0, 0, 0, 0, 0, 6, 22, 1130, 2551, 1147, 280, 107
'bali_phy_msa.389.fas', 77.457, 17.051, 11.929, 7.286, 3.714, 54.529, 118, 1.686, 60.492, 7, 0, 6, 2, 6, 1, 99, 14, 0, 0, 0, 0, 0, 2, 18, 1127, 2223, 1433, 280, 107
'bali_phy_msa.39.fas', 76.5, 17.173, 11.1, 4.586, 5.514, 55.3, 130, 1.857, 51.177, 9, 4, 9, 2, 5, 0, 107, 14, 0, 0, 0, 0, 0, 8, 17, 1133, 2202, 1305, 280, 107
'bali_phy_msa.390.fas', 74.743, 17.67, 12.114, 6.371, 6.243, 50.014, 116, 1.657, 59.043, 8, 2, 6, 1, 5, 0, 97, 13, 0, 0, 0, 0, 0, 8, 15, 1123, 1979, 1600, 280, 107
'bali_phy_msa.391.fas', 77.3, 16.995, 14.729, 4.486, 3.643, 54.443, 119, 1.7, 55.143, 8, 0, 6, 1, 4, 1, 101, 13, 0, 0, 0, 0, 0, 8, 21, 1101, 2332, 1304, 280, 107
'bali_phy_msa.392.fas', 75.243, 17.593, 11.971, 7.257, 2.771, 53.243, 113, 1.614, 60.673, 9, 1, 6, 1, 8, 0, 90, 14, 0, 0, 0, 0, 0, 7, 19, 1136, 2241, 1193, 280, 107
'bali_phy_msa.393.fas', 80.3, 16.236, 10.271, 10.043, 4.543, 55.443, 117, 1.671, 58.427, 9, 1, 3, 2, 7, 1, 98, 11, 0, 0, 0, 0, 0, 10, 20, 1118, 2474, 1558, 280, 107
'bali_phy_msa.394.fas', 73.814, 17.892, 10.257, 6.429, 6.343, 50.786, 114, 1.629, 58.991, 10, 2, 4, 2, 8, 2, 92, 12, 0, 0, 0, 0, 0, 8, 20, 1132, 2091, 1228, 280, 107
'bali_phy_msa.395.fas', 72.157, 18.068, 8.614, 5.443, 3.671, 54.429, 123, 1.757, 54.585, 13, 2, 3, 1, 5, 1, 102, 12, 0, 0, 0, 0, 0, 6, 26, 1116, 1845, 1128, 280, 107
'bali_phy_msa.396.fas', 79.314, 16.652, 12.2, 8.157, 2.871, 56.086, 118, 1.686, 58.441, 5, 3, 5, 2, 9, 0, 99, 11, 0, 0, 0, 0, 0, 5, 20, 1130, 2282, 1548, 280, 107
'bali_phy_msa.397.fas', 70.486, 18.709, 7.714, 9.971, 3.714, 49.086, 121, 1.729, 57.884, 10, 3, 1, 3, 5, 1, 105, 11, 0, 0, 0, 0, 0, 8, 16, 1126, 1856, 1054, 280, 107
'bali_phy_msa.398.fas', 79.329, 16.649, 11.014, 9.1, 3.857, 55.357, 125, 1.786, 54.256, 8, 1, 5, 1, 8, 0, 104, 11, 0, 0, 0, 0, 0, 5, 20, 1138, 2349, 1426, 280, 107
'bali_phy_msa.399.fas', 71.1, 18.393, 12.9, 4.514, 2.9, 50.786, 119, 1.7, 57.664, 8, 1, 6, 1, 8, 2, 97, 11, 0, 0, 0, 0, 0, 7, 17, 1117, 1880, 1271, 280, 107
'bali_phy_msa.4.fas', 72.329, 18.177, 11.171, 7.357, 1.814, 51.986, 126, 1.8, 53.349, 12, 2, 4, 1, 3, 0, 107, 13, 0, 0, 0, 0, 0, 8, 24, 1131, 1854, 1255, 280, 107
'bali_phy_msa.40.fas', 73.629, 18.25, 9.257, 6.386, 4.543, 53.443, 118, 1.686, 62.5, 12, 2, 3, 2, 4, 1, 99, 13, 0, 0, 0, 0, 0, 5, 21, 1161, 2005, 1263, 280, 107
'bali_phy_msa.400.fas', 71.4, 18.441, 11.029, 8.343, 3.657, 48.371, 132, 1.886, 47.758, 17, 1, 6, 2, 7, 2, 102, 13, 0, 0, 0, 0, 0, 7, 21, 1115, 1960, 1201, 280, 107
'bali_phy_msa.41.fas', 77.7, 16.946, 12.029, 6.514, 1.857, 57.3, 116, 1.657, 52.767, 10, 2, 9, 1, 5, 0, 92, 18, 0, 0, 0, 0, 0, 7, 22, 1134, 2414, 1127, 280, 107
'bali_phy_msa.42.fas', 78.243, 16.739, 15.6, 4.743, 4.543, 53.357, 119, 1.7, 57.706, 8, 1, 6, 3, 6, 1, 99, 10, 0, 0, 0, 0, 0, 9, 14, 1128, 2555, 1146, 280, 107
'bali_phy_msa.43.fas', 70.4, 18.647, 10.271, 5.343, 4.743, 50.043, 132, 1.886, 53.477, 13, 4, 8, 0, 7, 2, 104, 11, 0, 0, 0, 0, 0, 10, 18, 1127, 2068, 720, 280, 107
'bali_phy_msa.44.fas', 80.357, 16.261, 13.057, 6.343, 4.743, 56.214, 118, 1.686, 55.237, 7, 2, 6, 1, 8, 2, 97, 11, 0, 0, 0, 0, 0, 9, 24, 1131, 2518, 1329, 280, 107
'bali_phy_msa.45.fas', 75.0, 17.41, 12.229, 5.486, 2.843, 54.443, 120, 1.714, 54.083, 8, 2, 10, 0, 7, 2, 95, 9, 0, 0, 0, 0, 0, 6, 21, 1130, 2155, 1189, 280, 107
'bali_phy_msa.46.fas', 76.343, 17.391, 13.086, 5.443, 7.057, 50.757, 124, 1.771, 55.21, 7, 0, 5, 1, 6, 1, 106, 17, 0, 0, 0, 0, 0, 8, 16, 1129, 2250, 1393, 280, 107
'bali_phy_msa.47.fas', 72.3, 18.184, 12.029, 8.2, 2.657, 49.414, 122, 1.743, 53.803, 11, 1, 5, 1, 5, 1, 101, 12, 0, 0, 0, 0, 0, 8, 16, 1135, 2151, 940, 280, 107
'bali_phy_msa.48.fas', 74.743, 17.63, 14.743, 6.2, 2.771, 51.029, 120, 1.714, 60.742, 9, 2, 3, 2, 4, 1, 104, 14, 0, 0, 0, 0, 0, 4, 19, 1130, 2335, 802, 280, 107
'bali_phy_msa.49.fas', 70.4, 18.476, 8.4, 4.629, 4.629, 52.743, 130, 1.857, 53.146, 12, 3, 5, 2, 3, 1, 110, 9, 0, 0, 0, 0, 0, 8, 22, 1123, 1829, 1320, 280, 107
'bali_phy_msa.5.fas', 73.043, 18.328, 12.143, 4.514, 2.786, 53.6, 121, 1.729, 55.0, 7, 3, 4, 2, 8, 0, 102, 10, 0, 0, 0, 0, 0, 7, 21, 1151, 1985, 1235, 280, 107
'bali_phy_msa.50.fas', 78.4, 16.82, 11.443, 8.071, 3.586, 55.3, 127, 1.814, 54.504, 10, 4, 3, 2, 4, 1, 110, 11, 0, 0, 0, 0, 0, 8, 15, 1135, 2489, 1267, 280, 107
'bali_phy_msa.51.fas', 77.586, 16.842, 11.271, 5.5, 3.7, 57.114, 116, 1.657, 56.276, 11, 5, 4, 2, 8, 1, 93, 10, 0, 0, 0, 0, 0, 8, 17, 1113, 2283, 1327, 280, 107
'bali_phy_msa.52.fas', 75.671, 17.414, 9.257, 7.329, 3.814, 55.271, 118, 1.686, 57.966, 9, 1, 4, 2, 8, 1, 97, 15, 0, 0, 0, 0, 0, 9, 15, 1125, 2397, 1010, 280, 107
'bali_phy_msa.53.fas', 80.114, 16.673, 7.6, 8.171, 4.457, 59.886, 129, 1.843, 52.791, 13, 3, 4, 0, 6, 0, 106, 11, 0, 0, 0, 0, 0, 8, 22, 1155, 2442, 1384, 280, 107
'bali_phy_msa.54.fas', 81.8, 16.317, 16.3, 4.771, 5.614, 55.114, 115, 1.643, 52.357, 9, 0, 8, 3, 7, 2, 91, 12, 0, 0, 0, 0, 0, 7, 18, 1142, 2894, 1222, 280, 107
'bali_phy_msa.55.fas', 79.114, 16.706, 11.114, 7.243, 4.586, 56.171, 117, 1.671, 56.932, 10, 1, 5, 0, 6, 0, 96, 14, 0, 0, 0, 0, 0, 8, 14, 1129, 2572, 936, 280, 107
'bali_phy_msa.56.fas', 79.443, 16.574, 12.986, 5.429, 2.914, 58.114, 124, 1.771, 54.79, 8, 2, 6, 3, 5, 1, 105, 7, 0, 0, 0, 0, 0, 9, 17, 1142, 2467, 1326, 280, 107
'bali_phy_msa.57.fas', 78.957, 16.727, 11.043, 5.357, 3.686, 58.871, 119, 1.7, 52.042, 12, 1, 6, 1, 10, 0, 91, 10, 0, 0, 0, 0, 0, 10, 16, 1129, 2413, 1287, 280, 107
'bali_phy_msa.58.fas', 72.986, 18.178, 12.043, 4.686, 3.6, 52.657, 132, 1.886, 51.659, 8, 1, 12, 0, 6, 1, 106, 11, 0, 0, 0, 0, 0, 4, 19, 1141, 1839, 1432, 280, 107
'bali_phy_msa.59.fas', 81.5, 15.96, 10.357, 6.3, 4.586, 60.257, 123, 1.757, 52.341, 12, 2, 4, 3, 7, 0, 100, 10, 0, 0, 0, 0, 0, 10, 18, 1108, 2727, 1218, 280, 107
'bali_phy_msa.6.fas', 74.043, 17.729, 10.2, 6.371, 2.8, 54.671, 124, 1.771, 54.694, 8, 4, 3, 1, 9, 0, 104, 12, 0, 0, 0, 0, 0, 8, 13, 1121, 1964, 1383, 280, 107
'bali_phy_msa.60.fas', 76.171, 17.234, 10.343, 8.343, 2.829, 54.657, 128, 1.829, 50.641, 14, 2, 5, 1, 6, 2, 103, 14, 0, 0, 0, 0, 0, 6, 20, 1132, 2236, 1140, 280, 107
'bali_phy_msa.61.fas', 81.214, 16.287, 12.086, 7.243, 5.586, 56.3, 118, 1.686, 57.805, 8, 1, 8, 1, 7, 0, 95, 11, 0, 0, 0, 0, 0, 6, 16, 1127, 2533, 1275, 280, 107
'bali_phy_msa.62.fas', 75.914, 17.253, 11.2, 7.257, 5.457, 52.0, 123, 1.757, 56.423, 11, 3, 4, 2, 6, 0, 102, 9, 0, 0, 0, 0, 0, 6, 19, 1126, 2150, 1149, 280, 107
'bali_phy_msa.63.fas', 77.286, 17.231, 10.243, 9.0, 3.7, 54.343, 115, 1.643, 57.078, 13, 3, 4, 1, 7, 0, 91, 11, 0, 0, 0, 0, 0, 7, 12, 1145, 2337, 1240, 280, 107
'bali_phy_msa.64.fas', 79.414, 16.517, 11.314, 7.486, 4.714, 55.9, 113, 1.614, 57.796, 8, 2, 5, 1, 5, 1, 95, 16, 0, 0, 0, 0, 0, 6, 19, 1117, 2601, 1129, 280, 107
'bali_phy_msa.65.fas', 69.414, 19.343, 8.643, 6.357, 1.943, 52.471, 128, 1.829, 54.945, 11, 2, 6, 0, 8, 1, 103, 13, 0, 0, 0, 0, 0, 7, 12, 1160, 1603, 1424, 280, 107
'bali_phy_msa.66.fas', 74.871, 17.747, 11.129, 6.414, 3.743, 53.586, 130, 1.857, 54.069, 7, 3, 11, 0, 6, 0, 106, 13, 0, 0, 0, 0, 0, 6, 16, 1144, 1965, 1502, 280, 107
'bali_phy_msa.67.fas', 83.571, 15.899, 13.771, 6.5, 3.571, 59.729, 118, 1.686, 58.212, 12, 2, 6, 0, 4, 1, 96, 11, 0, 0, 0, 0, 0, 8, 21, 1135, 2469, 1902, 280, 107
'bali_phy_msa.68.fas', 75.786, 17.11, 12.071, 7.2, 2.914, 53.6, 113, 1.614, 54.035, 8, 2, 6, 0, 9, 1, 90, 17, 0, 0, 0, 0, 0, 6, 24, 1116, 2096, 1502, 280, 107
'bali_phy_msa.69.fas', 72.457, 18.214, 10.314, 4.671, 3.771, 53.7, 123, 1.757, 52.252, 8, 2, 7, 1, 7, 2, 101, 11, 0, 0, 0, 0, 0, 8, 23, 1136, 1742, 1428, 280, 107
'bali_phy_msa.7.fas', 81.829, 16.128, 14.714, 8.1, 3.757, 55.257, 114, 1.629, 58.64, 8, 1, 3, 1, 9, 0, 94, 11, 0, 0, 0, 0, 0, 8, 15, 1130, 2626, 1321, 280, 107
'bali_phy_msa.70.fas', 81.486, 16.282, 13.714, 6.814, 6.5, 54.457, 113, 1.614, 59.372, 9, 1, 3, 1, 7, 1, 94, 12, 0, 0, 0, 0, 0, 5, 18, 1136, 2616, 1219, 280, 107
'bali_phy_msa.71.fas', 71.471, 18.255, 11.186, 6.386, 2.8, 51.1, 132, 1.886, 53.727, 9, 1, 4, 1, 7, 1, 112, 11, 0, 0, 0, 0, 0, 8, 16, 1117, 1798, 1077, 280, 107
'bali_phy_msa.72.fas', 75.486, 17.178, 10.071, 8.057, 3.671, 53.686, 112, 1.6, 51.518, 11, 2, 4, 1, 6, 0, 91, 12, 0, 0, 0, 0, 0, 8, 22, 1109, 2062, 1500, 280, 107
'bali_phy_msa.73.fas', 76.3, 17.362, 11.171, 7.129, 4.557, 53.443, 128, 1.829, 54.43, 12, 1, 5, 0, 3, 1, 108, 10, 0, 0, 0, 0, 0, 7, 11, 1136, 2227, 1139, 280, 107
'bali_phy_msa.74.fas', 76.586, 17.036, 9.429, 4.643, 3.757, 58.757, 112, 1.6, 55.973, 11, 2, 6, 3, 7, 1, 88, 12, 0, 0, 0, 0, 0, 9, 19, 1114, 2057, 1404, 280, 107
'bali_phy_msa.75.fas', 75.857, 17.239, 10.371, 4.671, 4.729, 56.086, 119, 1.7, 54.269, 9, 4, 3, 2, 7, 3, 100, 9, 0, 0, 0, 0, 0, 7, 16, 1127, 2325, 1089, 280, 107
'bali_phy_msa.76.fas', 74.371, 17.624, 16.186, 5.357, 3.657, 49.171, 113, 1.614, 61.336, 5, 0, 4, 1, 4, 1, 100, 11, 0, 0, 0, 0, 0, 7, 22, 1118, 2201, 1165, 280, 107
'bali_phy_msa.77.fas', 79.186, 16.704, 13.786, 7.343, 3.557, 54.5, 120, 1.714, 57.258, 10, 2, 9, 0, 3, 1, 98, 12, 0, 0, 0, 0, 0, 9, 17, 1134, 2519, 1308, 280, 107
'bali_phy_msa.78.fas', 74.786, 17.713, 8.543, 7.314, 4.514, 54.414, 125, 1.786, 55.216, 13, 2, 5, 2, 5, 0, 102, 15, 0, 0, 0, 0, 0, 8, 18, 1141, 2207, 1204, 280, 107
'bali_phy_msa.79.fas', 72.186, 18.518, 7.671, 8.143, 5.486, 50.886, 141, 2.014, 52.787, 15, 3, 5, 2, 9, 0, 112, 10, 0, 0, 0, 0, 0, 7, 22, 1157, 1900, 1497, 280, 107
'bali_phy_msa.8.fas', 78.257, 16.736, 10.057, 7.343, 6.314, 54.543, 114, 1.629, 58.307, 7, 2, 6, 1, 7, 1, 94, 13, 0, 0, 0, 0, 0, 5, 21, 1127, 2399, 1296, 280, 107
'bali_phy_msa.80.fas', 74.371, 18.027, 12.0, 4.571, 4.486, 53.314, 137, 1.957, 56.518, 14, 2, 9, 1, 5, 0, 109, 11, 0, 0, 0, 0, 0, 5, 21, 1146, 1995, 1606, 280, 107
'bali_phy_msa.81.fas', 74.214, 17.904, 11.186, 4.743, 2.029, 56.257, 134, 1.914, 51.119, 11, 2, 7, 2, 6, 0, 110, 13, 0, 0, 0, 0, 0, 7, 19, 1144, 2342, 962, 280, 107
'bali_phy_msa.82.fas', 74.829, 17.69, 10.157, 5.371, 3.686, 55.614, 124, 1.771, 59.411, 10, 2, 5, 2, 7, 1, 102, 8, 0, 0, 0, 0, 0, 6, 17, 1138, 2265, 1134, 280, 107
'bali_phy_msa.83.fas', 78.8, 16.875, 13.886, 5.614, 5.4, 53.9, 131, 1.871, 50.885, 7, 0, 9, 1, 7, 0, 108, 13, 0, 0, 0, 0, 0, 6, 17, 1150, 2200, 1316, 280, 107
'bali_phy_msa.84.fas', 70.686, 18.529, 11.971, 3.7, 1.986, 53.029, 128, 1.829, 52.805, 10, 2, 8, 1, 4, 3, 106, 11, 0, 0, 0, 0, 0, 6, 23, 1133, 1736, 1250, 280, 107
'bali_phy_msa.85.fas', 79.743, 16.75, 10.914, 8.286, 3.557, 56.986, 109, 1.557, 62.257, 7, 1, 6, 0, 6, 1, 90, 13, 0, 0, 0, 0, 0, 7, 19, 1139, 2656, 1345, 280, 107
'bali_phy_msa.86.fas', 75.643, 17.381, 11.214, 4.557, 2.786, 57.086, 125, 1.786, 55.544, 8, 2, 6, 2, 8, 1, 103, 10, 0, 0, 0, 0, 0, 7, 22, 1128, 2321, 1147, 280, 107
