code,taxa_num,constant_sites_pct,n_unique_sites,pypythia_msa_difficulty,entropy_mean,entropy_median,entropy_var,entropy_pct_25,entropy_pct_75,entropy_min,entropy_max,av_gaps,msa_len,seq_max_len,seq_min_len,total_gaps,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_three_plus,avg_unique_gap,num_unique_gaps,gaps_1seq_len1,gaps_2seq_len1,gaps_all_except_1_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_all_except_1_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_all_except_1_len3,gaps_1seq_len3plus,gaps_2seq_len3plus,gaps_all_except_1_len3plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,msa_path,sp_score,normalized_sp_score,score
RARB,40,0.745140389,347,-1,0.16656246,0.16656246,0.153339202,0,0.116906849,0,2.253915152,2.864774624,463,307,263,2396,1233,369,271,523,4.794520548,73,27,3,5,12,1,2,8,1,3,26,2,1,119,103,36,107,/Users/kpolonsky/Downloads/TEST//MSAs//RARB_TRUE.fas,1197349,0.9958,0.029
PUS10,40,0.80729927,466,-1,0.12022538,0.12022538,0.099771743,0,0,0,1.947250581,5.355143457,685,348,260,2858,961,454,170,1273,8.943661972,71,19,2,6,11,2,1,5,3,0,36,5,6,131,74,44,288,/Users/kpolonsky/Downloads/TEST//MSAs//PUS10_TRUE.fas,1159239.5,0.9983,0.0371
AMBN,40,0.697452229,518,-1,0.192859734,0.192859734,0.141904751,0,0.209997902,0,1.853397271,4.252525253,628,313,235,3168,1203,450,349,1166,7.017699115,113,37,8,4,20,1,0,7,3,0,49,9,0,63,73,41,240,/Users/kpolonsky/Downloads/TEST//MSAs//AMBN_TRUE.fas,916059.5,1.0024,0.0726
SAMD8,40,0.816205534,339,-1,0.110170784,0.110170784,0.090629425,0,0,0,1.875996786,3.649250121,506,350,289,2067,1042,379,86,560,5.375,56,23,0,10,8,0,5,3,0,0,22,1,6,185,69,25,168,/Users/kpolonsky/Downloads/TEST//MSAs//SAMD8_TRUE.fas,1357567.5,0.9968,0.0116
MAP2K5,40,0.856887299,381,-1,0.101016707,0.101016707,0.094470113,0,0,0,2.093805108,5.312,559,327,272,2000,696,293,230,781,5.781818182,55,21,2,4,9,1,2,3,0,2,22,3,5,151,97,22,174,/Users/kpolonsky/Downloads/TEST//MSAs//MAP2K5_TRUE.fas,1248834.5,0.9985,0.0223
SORT1,40,0.787274454,716,-1,0.134746872,0.134746872,0.119713637,0,0,0,2.333196714,3.585811934,1053,601,513,5413,2445,784,672,1512,6.476190476,147,50,11,20,22,4,4,14,1,4,61,6,7,217,158,76,387,/Users/kpolonsky/Downloads/TEST//MSAs//SORT1_TRUE.fas,2231265.5,0.9964,0.0362
TRAF3,40,0.861892583,554,-1,0.126660246,0.126660246,0.145925505,0,0,0,2.554654942,4.461715749,782,387,302,3905,1549,836,327,1193,8.833333333,96,24,7,7,16,0,3,9,2,1,47,6,3,112,86,45,280,/Users/kpolonsky/Downloads/TEST//MSAs//TRAF3_TRUE.fas,1235888,0.9892,0.0625
SLC17A6,40,0.853293413,412,-1,0.105785612,0.105785612,0.113638658,0,0,0,2.48827554,4.237320212,668,420,357,2642,1317,363,196,766,5.702702703,74,35,2,10,9,5,0,5,1,1,25,5,5,195,94,38,253,/Users/kpolonsky/Downloads/TEST//MSAs//SLC17A6_TRUE.fas,1643068.5,1.0001,0.0127
CUL5,40,0.87374462,367,-1,0.085561959,0.085561959,0.079071884,0,0,0,2.274590761,3.367158672,697,534,494,2168,1210,319,158,481,5.102941176,68,27,1,14,18,2,2,3,0,1,20,2,5,317,147,40,151,/Users/kpolonsky/Downloads/TEST//MSAs//CUL5_TRUE.fas,2337535.5,0.999,0.0108
WDR43,40,0.803389831,606,-1,0.11947476,0.11947476,0.096150026,0,0,0,2.035897948,4.390796202,885,499,407,4107,1707,823,379,1198,6.635416667,96,37,4,16,11,1,7,10,2,3,38,6,7,184,118,45,352,/Users/kpolonsky/Downloads/TEST//MSAs//WDR43_TRUE.fas,1713030,0.9954,0.0311
BORA,40,0.713797035,673,-1,0.189570416,0.189570416,0.149042694,0,0.126930545,0,2.307824857,3.857522486,877,464,369,4892,2101,910,390,1491,8.76119403,134,39,9,10,27,3,3,13,1,0,55,8,6,120,114,70,313,/Users/kpolonsky/Downloads/TEST//MSAs//BORA_TRUE.fas,1457910,0.9924,0.04
ANGEL2,40,0.736920777,501,-1,0.158350527,0.158350527,0.122900344,0,0.119246926,0,2.217055982,3.693223443,669,392,332,3276,1670,442,297,867,5.430555556,72,18,3,10,16,2,3,6,0,1,32,5,4,157,104,53,241,/Users/kpolonsky/Downloads/TEST//MSAs//ANGEL2_TRUE.fas,1487416.5,0.9981,0.0277
KIAA1279,40,0.757952974,513,-1,0.144256887,0.144256887,0.11137852,0,0,0,2.067475956,3.597185576,723,452,368,3411,1666,616,276,853,6.61627907,86,28,4,10,15,3,1,8,1,4,35,5,6,185,112,58,233,/Users/kpolonsky/Downloads/TEST//MSAs//KIAA1279_TRUE.fas,1689901,1.0008,0.0278
SLC26A8,40,0.755807028,1104,-1,0.177548554,0.177548554,0.151438888,0,0,0,2.103261573,4.562368532,1679,663,541,9508,3433,2027,904,3144,7.614705882,340,88,15,10,63,9,5,28,10,4,161,23,4,131,167,90,849,/Users/kpolonsky/Downloads/TEST//MSAs//SLC26A8_TRUE.fas,1719668.5,0.9958,0.0813
LCP1,40,0.83566879,562,-1,0.126278574,0.126278574,0.133998353,0,0,0,2.449709481,3.974316487,785,466,389,3621,1517,646,426,1032,6.660377358,106,36,3,11,15,2,2,10,1,2,45,6,3,155,149,62,283,/Users/kpolonsky/Downloads/TEST//MSAs//LCP1_TRUE.fas,1694351.5,0.9946,0.0182
HIPK3,40,0.774220033,789,-1,0.133635697,0.133635697,0.107171628,0,0,0,2.086476677,3.057034905,1218,814,757,5558,2612,1175,477,1294,5.09352518,139,47,9,27,26,5,5,16,5,5,50,9,8,397,183,91,348,/Users/kpolonsky/Downloads/TEST//MSAs//HIPK3_TRUE.fas,3351078,1,0.0198
PAFAH2,40,0.702991453,370,-1,0.17879796,0.17879796,0.124763566,0,0.209402168,0,2.163122218,4.072777522,468,268,225,2171,936,320,166,749,6.217948718,78,24,4,3,13,2,1,7,1,1,34,1,2,75,88,34,163,/Users/kpolonsky/Downloads/TEST//MSAs//PAFAH2_TRUE.fas,923731.5,1.0013,0.0412
ITGA8,40,0.764614186,889,-1,0.160896397,0.160896397,0.144418012,0,0,0,2.230580781,3.526285132,1283,734,627,6867,3044,1301,623,1899,6.316582915,199,70,11,19,29,8,5,18,2,2,82,10,9,267,190,108,441,/Users/kpolonsky/Downloads/TEST//MSAs//ITGA8_TRUE.fas,2621953,0.9973,0.0348
PDE1A,40,0.777614138,515,-1,0.151637022,0.151637022,0.138218413,0,0,0,2.205146984,3.267091837,679,388,333,3920,1984,570,407,959,6.054054054,111,34,1,6,24,7,2,8,2,2,45,4,6,108,113,75,247,/Users/kpolonsky/Downloads/TEST//MSAs//PDE1A_TRUE.fas,1310423,0.9982,0.0352
CD86,40,0.69250646,567,-1,0.234301409,0.234301409,0.186047637,0,0.326442041,0,2.093805108,5.243931747,774,260,191,4161,1443,452,473,1793,10.4375,192,37,9,1,30,3,0,19,1,0,106,16,0,17,44,52,396,/Users/kpolonsky/Downloads/TEST//MSAs//CD86_TRUE.fas,519409,0.9948,0.1365
KCNJ13,40,0.694189602,254,-1,0.161285977,0.161285977,0.096925854,0,0.202273002,0,1.793167898,2.456727732,327,261,212,1583,867,456,82,178,3.720930233,43,13,4,11,11,1,0,7,0,0,12,3,2,115,60,22,66,/Users/kpolonsky/Downloads/TEST//MSAs//KCNJ13_TRUE.fas,975219,1,0.0166
MYOZ1,40,0.779661017,270,-1,0.121332186,0.121332186,0.085739145,0,0,0,1.933833962,4.398330352,354,194,148,1677,536,243,264,634,6.219512195,41,9,2,2,6,1,2,3,0,0,23,2,2,68,62,20,135,/Users/kpolonsky/Downloads/TEST//MSAs//MYOZ1_TRUE.fas,696368.5,0.9975,0.0322
GNAI1,40,0.834666667,274,-1,0.121054471,0.121054471,0.118298175,0,0,0,1.862741943,3.369928401,375,256,218,1676,762,214,115,585,4.681818182,44,16,2,7,8,1,2,3,0,0,17,1,6,117,72,22,104,/Users/kpolonsky/Downloads/TEST//MSAs//GNAI1_TRUE.fas,998473.5,0.9986,0.0248
IQUB,40,0.757751938,1029,-1,0.176304112,0.176304112,0.146946738,0,0,0,2.192647766,4.556953417,1548,600,496,8823,3310,1665,469,3379,8.723127036,307,86,8,17,47,7,6,25,3,0,149,30,5,116,118,85,738,/Users/kpolonsky/Downloads/TEST//MSAs//IQUB_TRUE.fas,1554076.5,0.9894,0.0884
PDE8B,40,0.854014599,709,-1,0.102718956,0.102718956,0.100021356,0,0,0,2.157803274,4.441438032,1096,546,461,5285,2060,669,430,2126,6.773584906,159,39,5,7,22,5,4,13,1,1,85,11,8,179,157,79,470,/Users/kpolonsky/Downloads/TEST//MSAs//PDE8B_TRUE.fas,2016859.5,0.9976,0.0352
C15orf41,40,0.850393701,248,-1,0.103252422,0.103252422,0.116916943,0,0,0,2.547812396,3.535800096,381,218,179,2081,1015,206,266,594,6.088888889,45,10,1,8,11,2,1,3,0,1,21,3,4,98,40,27,130,/Users/kpolonsky/Downloads/TEST//MSAs//C15orf41_TRUE.fas,815015.5,0.9972,0.0255
RNF141,40,0.777251185,164,-1,0.163242268,0.163242268,0.141615954,0,0,0,1.886980873,2.571979434,211,168,143,778,310,197,138,133,3.875,32,10,1,4,7,0,0,5,0,1,10,1,1,86,34,16,32,/Users/kpolonsky/Downloads/TEST//MSAs//RNF141_TRUE.fas,664100.5,1.0011,0.0184
RAB22A,40,0.883895131,200,-1,0.087996047,0.087996047,0.09525979,0,0,0,2.175671253,4.644314869,267,162,128,1029,385,224,34,386,8.653846154,26,6,4,1,6,0,1,0,0,0,14,1,3,56,46,19,89,/Users/kpolonsky/Downloads/TEST//MSAs//RAB22A_TRUE.fas,609807,0.9966,0.0206
NRIP3,40,0.750788644,241,-1,0.126752787,0.126752787,0.08355955,0,0,0,2.011313639,4.485396384,317,196,136,1438,520,337,229,352,7.84375,32,11,1,7,4,0,3,3,1,1,14,1,2,67,61,15,146,/Users/kpolonsky/Downloads/TEST//MSAs//NRIP3_TRUE.fas,639159.5,0.9994,0.0231
ANGPTL1,40,0.816528926,423,-1,0.117807299,0.117807299,0.111108208,0,0,0,2.022137738,3.852606144,605,343,310,2897,1275,577,315,730,6.879518072,83,25,2,8,15,2,4,6,1,6,37,4,2,138,107,48,244,/Users/kpolonsky/Downloads/TEST//MSAs//ANGPTL1_TRUE.fas,1323387.5,0.999,0.0265
TMEM57,40,0.843338214,420,-1,0.105388705,0.105388705,0.103573756,0,0,0,2.238966852,3.284529391,683,496,407,2773,1441,406,238,688,4.526315789,76,28,5,12,16,1,6,8,2,2,24,2,7,226,129,54,168,/Users/kpolonsky/Downloads/TEST//MSAs//TMEM57_TRUE.fas,2032064,1.001,0.0125
DNAJC12,40,0.600938967,183,-1,0.235009086,0.235009086,0.141675084,0,0.42905505,0,1.848371086,3.036639857,213,145,119,1119,577,139,86,317,2.896551724,29,14,1,6,6,1,3,2,1,0,7,3,3,78,29,6,74,/Users/kpolonsky/Downloads/TEST//MSAs//DNAJC12_TRUE.fas,508200.5,0.9967,0.025
ARNT,40,0.770491803,605,-1,0.13590795,0.13590795,0.106671644,0,0,0,2.139246312,3.522280027,915,548,505,4421,1826,998,612,985,5.458715596,109,34,5,11,25,1,11,9,0,5,41,4,6,266,150,39,280,/Users/kpolonsky/Downloads/TEST//MSAs//ARNT_TRUE.fas,2115661,0.9998,0.0225
IL12RB2,40,0.679333333,1041,-1,0.211064719,0.211064719,0.152868006,0,0.27243976,0,2.233270375,4.053615402,1500,661,494,8934,3518,1474,1316,2626,8.632311978,359,93,17,8,48,16,4,39,5,0,179,20,1,74,135,134,713,/Users/kpolonsky/Downloads/TEST//MSAs//IL12RB2_TRUE.fas,1777351,1.0037,0.0924
RTFDC1,40,0.825263158,340,-1,0.119858671,0.119858671,0.114314506,0,0,0,2.343329315,5.817360763,475,239,153,1993,614,299,193,887,11.92771084,83,21,2,2,10,0,0,8,1,2,44,1,1,54,43,26,259,/Users/kpolonsky/Downloads/TEST//MSAs//RTFDC1_TRUE.fas,681476.5,1.0061,0.056
EDEM2,40,0.827586207,478,-1,0.138668084,0.138668084,0.150680507,0,0,0,2.442039816,4.16846071,754,422,352,3716,1424,730,385,1177,4.769230769,104,39,4,12,16,2,5,10,1,2,39,1,6,174,103,37,317,/Users/kpolonsky/Downloads/TEST//MSAs//EDEM2_TRUE.fas,1426090.5,1.0057,0.0485
ITGAL,40,0.732696897,1400,-1,0.186493196,0.186493196,0.153531716,0,0.121692403,0,2.478409224,4.460442093,2095,846,687,11717,4608,1955,1045,4109,8.874698795,415,101,21,11,64,7,2,41,4,2,209,31,5,146,203,146,924,/Users/kpolonsky/Downloads/TEST//MSAs//ITGAL_TRUE.fas,2295432,0.9908,0.0727
QRICH1,40,0.848809524,518,-1,0.107618819,0.107618819,0.107569747,0,0,0,2.391334545,3.467706013,840,568,502,3592,1649,553,391,999,3.858823529,85,33,7,12,16,4,3,6,2,3,30,6,6,293,91,33,199,/Users/kpolonsky/Downloads/TEST//MSAs//QRICH1_TRUE.fas,2217000.5,1.0022,0.0203
OSTF1,40,0.768729642,255,-1,0.126381746,0.126381746,0.100309684,0,0,0,2.058592457,3.998634812,307,177,139,1465,754,195,115,401,7.777777778,36,11,6,9,5,0,0,4,1,1,16,3,1,67,50,24,126,/Users/kpolonsky/Downloads/TEST//MSAs//OSTF1_TRUE.fas,644911,0.9943,0.0217
PDK4,40,0.811355311,395,-1,0.131717524,0.131717524,0.126118638,0,0,0,2.200748602,3.820315365,546,313,265,2727,1323,277,381,746,7.753846154,65,18,0,7,12,1,1,4,2,2,31,4,4,75,108,44,210,/Users/kpolonsky/Downloads/TEST//MSAs//PDK4_TRUE.fas,1128480.5,0.9999,0.0344
RASSF6,40,0.720496894,379,-1,0.190826947,0.190826947,0.168609519,0,0.118076888,0,2.47432353,3.907320872,483,260,208,2568,1157,205,412,794,8.147058824,68,18,5,7,11,4,0,5,0,3,34,3,4,117,56,22,173,/Users/kpolonsky/Downloads/TEST//MSAs//RASSF6_TRUE.fas,861457.5,0.9922,0.036
TOX3,40,0.832826748,473,-1,0.102588996,0.102588996,0.097742655,0,0,0,2.040585588,3.916058394,658,380,288,3288,1275,548,489,976,8.806818182,88,31,4,10,6,1,4,8,0,3,43,4,1,104,101,69,267,/Users/kpolonsky/Downloads/TEST//MSAs//TOX3_TRUE.fas,1363071.5,0.9984,0.0275
PRMT10,40,0.744560076,710,-1,0.147643821,0.147643821,0.108688539,0,0.116906849,0,2.058599282,3.644926248,1057,573,522,5627,2714,839,534,1540,5.391304348,184,58,4,13,35,7,2,23,1,3,68,9,6,182,211,85,440,/Users/kpolonsky/Downloads/TEST//MSAs//PRMT10_TRUE.fas,2095305.5,1.0009,0.0286
NQO1,40,0.783625731,280,-1,0.131649836,0.131649836,0.097694026,0,0,0,1.866029234,3.407490218,342,224,154,1789,878,234,197,480,6,47,17,1,7,10,0,1,3,0,1,17,3,2,63,71,22,123,/Users/kpolonsky/Downloads/TEST//MSAs//NQO1_TRUE.fas,748366,0.9917,0.0417
LCTL,40,0.72228989,610,-1,0.190967129,0.190967129,0.160971447,0,0.121692403,0,2.470647964,3.429708738,821,402,336,5150,2451,696,451,1552,8.409090909,132,42,9,13,22,8,0,7,0,0,61,5,4,83,129,74,348,/Users/kpolonsky/Downloads/TEST//MSAs//LCTL_TRUE.fas,1303749,0.9976,0.0592
GOPC,40,0.793680297,409,-1,0.121778948,0.121778948,0.104573647,0,0,0,2.085638588,3.536098923,538,343,278,2507,1056,378,319,754,5.914634146,82,36,4,5,7,3,2,6,2,4,33,4,2,112,128,45,190,/Users/kpolonsky/Downloads/TEST//MSAs//GOPC_TRUE.fas,1306641.5,0.9974,0.0183
MPP5,40,0.826306914,343,-1,0.119574429,0.119574429,0.114405905,0,0,0,1.878995698,3.042931937,593,462,426,1910,921,343,198,448,5.145454545,55,25,2,7,2,2,3,5,1,2,23,1,4,299,108,25,105,/Users/kpolonsky/Downloads/TEST//MSAs//MPP5_TRUE.fas,2009854.5,0.9999,0.0104
ITGA4,40,0.776315789,977,-1,0.150758465,0.150758465,0.13571562,0,0,0,2.486298597,4.471742762,1444,722,603,7184,2913,1104,657,2510,7.486956522,230,73,4,19,35,2,6,22,2,2,100,16,10,213,174,125,616,/Users/kpolonsky/Downloads/TEST//MSAs//ITGA4_TRUE.fas,2243145.5,0.9943,0.0503
SMPX,40,0.836538462,89,-1,0.116516096,0.116516096,0.103371837,0,0,0,1.435640103,3.662745098,104,66,45,510,161,74,78,197,4.75,16,5,1,2,2,0,0,2,0,0,7,1,1,33,9,11,44,/Users/kpolonsky/Downloads/TEST//MSAs//SMPX_TRUE.fas,226456.5,0.9844,0.045
TLK1,40,0.851226994,350,-1,0.097848512,0.097848512,0.095432876,0,0,0,2.320703036,3.590296496,652,496,421,2226,1114,324,259,529,5.169811321,53,17,2,11,12,0,4,5,1,1,19,0,5,305,100,23,158,/Users/kpolonsky/Downloads/TEST//MSAs//TLK1_TRUE.fas,2012849.5,0.9988,0.0074
OSBPL3,40,0.817957166,850,-1,0.141433798,0.141433798,0.146317706,0,0,0,2.553404084,3.897616381,1214,635,552,6251,2834,948,721,1748,7.122222222,180,54,7,13,28,3,6,12,1,2,86,10,6,191,169,98,442,/Users/kpolonsky/Downloads/TEST//MSAs//OSBPL3_TRUE.fas,2237033.5,0.9987,0.0338
RHBDL2,40,0.75175644,347,-1,0.146147956,0.146147956,0.112328581,0,0,0,1.661535662,4.031000886,427,231,173,2258,971,354,299,634,9.363636364,44,7,3,4,6,3,1,4,1,2,27,7,0,63,42,26,189,/Users/kpolonsky/Downloads/TEST//MSAs//RHBDL2_TRUE.fas,755000,0.9974,0.0522
SYTL3,40,0.75664096,793,-1,0.198319559,0.198319559,0.187101608,0,0,0,2.21841884,4.395422485,1167,454,370,6947,2139,1348,1011,2449,7.961165049,206,51,6,5,29,6,3,23,3,4,103,15,3,106,93,58,529,/Users/kpolonsky/Downloads/TEST//MSAs//SYTL3_TRUE.fas,1133659,0.9898,0.0855
AIG1,40,0.795138889,234,-1,0.173930138,0.173930138,0.190223474,0,0,0,2.292633329,3.48579161,288,177,141,1478,728,156,193,401,6.731707317,41,15,1,5,5,2,0,3,0,0,18,4,0,65,41,25,102,/Users/kpolonsky/Downloads/TEST//MSAs//AIG1_TRUE.fas,581931.5,0.9941,0.0335
THBS1,40,0.851851852,897,-1,0.113788186,0.113788186,0.113140398,0,0,0,2.20413667,3.947000659,1512,811,736,7585,3335,1473,619,2158,6.28021978,182,58,8,25,30,4,4,16,2,2,78,9,7,295,226,123,609,/Users/kpolonsky/Downloads/TEST//MSAs//THBS1_TRUE.fas,3123142.5,0.9974,0.0313
PAPSS2,40,0.810442679,603,-1,0.14801762,0.14801762,0.14487161,0,0,0,2.303121009,4.650159744,881,416,332,4382,1672,875,391,1444,6.361111111,144,51,6,5,25,2,4,12,1,3,56,8,7,103,115,75,399,/Users/kpolonsky/Downloads/TEST//MSAs//PAPSS2_TRUE.fas,1286097,0.9925,0.0557
TTPAL,40,0.849019608,393,-1,0.116673161,0.116673161,0.128486712,0,0,0,2.240113269,3.914166085,510,245,201,2866,1232,426,370,838,7.539473684,76,22,2,2,12,1,5,11,1,2,31,5,4,47,61,41,229,/Users/kpolonsky/Downloads/TEST//MSAs//TTPAL_TRUE.fas,876450,1.0042,0.0543
SLC26A5,40,0.809480401,708,-1,0.133377085,0.133377085,0.126859561,0,0,0,2.212869808,4.204528302,1097,587,484,5300,2536,769,574,1421,7.086092715,151,55,8,12,20,4,4,11,0,3,65,5,9,197,162,49,446,/Users/kpolonsky/Downloads/TEST//MSAs//SLC26A5_TRUE.fas,2084632,0.9954,0.0343
LSG1,40,0.74974773,748,-1,0.163435188,0.163435188,0.129192073,0,0.058453425,0,2.400173557,4.055349183,991,471,410,5384,2328,915,435,1706,7.790123457,162,54,10,10,25,6,4,12,5,1,71,12,1,111,126,52,413,/Users/kpolonsky/Downloads/TEST//MSAs//LSG1_TRUE.fas,1554637.5,0.9964,0.0641
DPH5,40,0.801675978,288,-1,0.099470757,0.099470757,0.082958102,0,0,0,1.986977863,3.655357143,358,235,178,1680,639,429,110,502,5.660377358,53,16,1,1,9,1,1,3,0,0,25,3,2,69,60,30,117,/Users/kpolonsky/Downloads/TEST//MSAs//DPH5_TRUE.fas,853000.5,0.9941,0.0323
AGO1,40,0.857453754,506,-1,0.100104896,0.100104896,0.096117102,0,0,0,2.052664216,4.054353855,919,604,523,3606,1600,615,311,1080,6.59375,64,26,6,8,11,1,8,3,1,4,24,5,9,320,130,55,235,/Users/kpolonsky/Downloads/TEST//MSAs//AGO1_TRUE.fas,2414140.5,0.9996,0.0179
TRPC6,40,0.797073171,678,-1,0.142937216,0.142937216,0.135964777,0,0,0,2.239251441,3.206680585,1025,661,574,5269,2345,1220,582,1122,6.02238806,134,39,7,14,32,4,8,12,0,3,51,6,5,270,175,78,339,/Users/kpolonsky/Downloads/TEST//MSAs//TRPC6_TRUE.fas,2374172.5,0.9971,0.0179
RASA1,40,0.833333333,625,-1,0.098263252,0.098263252,0.079375315,0,0,0,2.209733758,3.668253311,1128,729,662,4832,1978,1021,358,1475,5.853211009,109,34,3,23,10,2,9,17,0,6,48,5,13,427,157,37,373,/Users/kpolonsky/Downloads/TEST//MSAs//RASA1_TRUE.fas,3039698,0.9998,0.014
TMEM232,40,0.628826531,658,-1,0.24354084,0.24354084,0.151614358,0,0.461761621,0,1.754586586,4.081332125,784,367,301,4414,1879,747,299,1489,7.784431138,167,49,5,1,23,5,1,16,1,0,79,15,3,40,97,71,286,/Users/kpolonsky/Downloads/TEST//MSAs//TMEM232_TRUE.fas,1021626.5,1.0009,0.1041
ZNF385B,40,0.82388974,455,-1,0.117783029,0.117783029,0.115181649,0,0,0,2.314988745,4.508617886,653,361,274,3075,1106,552,341,1076,6.674418605,86,22,4,9,16,3,2,6,2,1,42,6,3,114,85,55,259,/Users/kpolonsky/Downloads/TEST//MSAs//ZNF385B_TRUE.fas,1177437,0.9963,0.0281
EFEMP1,40,0.821576763,482,-1,0.112373331,0.112373331,0.099053715,0,0,0,2.189440512,4.856873823,723,393,296,3186,1088,611,447,1040,6.97826087,92,32,6,5,8,0,2,7,1,1,45,3,6,132,119,48,275,/Users/kpolonsky/Downloads/TEST//MSAs//EFEMP1_TRUE.fas,1335093.5,0.9955,0.0342
TSPAN12,40,0.831491713,243,-1,0.110909394,0.110909394,0.107137488,0,0,0,2.098147389,4.500724638,362,228,173,1380,472,275,160,473,7.303030303,33,13,6,4,3,2,2,6,0,2,11,3,4,115,43,22,146,/Users/kpolonsky/Downloads/TEST//MSAs//TSPAN12_TRUE.fas,875547.5,1.0043,0.0286
EMC3,40,0.806547619,259,-1,0.142165998,0.142165998,0.14965752,0,0,0,2.366310984,3.189173789,336,215,156,1755,866,264,320,305,4.075471698,53,19,1,6,13,0,2,4,2,0,17,1,2,92,57,22,108,/Users/kpolonsky/Downloads/TEST//MSAs//EMC3_TRUE.fas,798758,0.998,0.0143
UTP15,40,0.806289308,529,-1,0.122612563,0.122612563,0.102948333,0,0,0,2.335401789,5.092519084,795,418,356,3275,1157,476,323,1319,6.841121495,107,37,8,8,12,4,1,13,1,3,45,4,2,143,113,44,279,/Users/kpolonsky/Downloads/TEST//MSAs//UTP15_TRUE.fas,1468162.5,0.997,0.0295
ALOX5AP,40,0.795698925,161,-1,0.209626987,0.209626987,0.267759757,0,0,0,2.563869373,3.437125749,186,119,89,1002,318,231,156,297,3.64,25,9,5,1,3,0,1,3,1,0,10,2,1,43,19,9,37,/Users/kpolonsky/Downloads/TEST//MSAs//ALOX5AP_TRUE.fas,338935.5,0.9866,0.0573
ANXA5,40,0.865482234,259,-1,0.097754908,0.097754908,0.096053321,0,0,0,2.067305228,4.236917769,394,241,184,1739,570,399,184,586,7.882352941,34,9,2,5,6,1,5,3,0,1,16,2,2,98,72,18,115,/Users/kpolonsky/Downloads/TEST//MSAs//ANXA5_TRUE.fas,867197.5,0.9983,0.0221
ZBTB37,40,0.857142857,364,-1,0.095223669,0.095223669,0.089651332,0,0,0,2.131297608,4.045236189,595,363,323,2498,1019,590,203,686,5.168831169,77,25,3,5,16,1,6,13,3,2,23,3,6,153,113,35,209,/Users/kpolonsky/Downloads/TEST//MSAs//ZBTB37_TRUE.fas,1449759.5,1.0006,0.0232
RNF19B,40,0.79876161,419,-1,0.117682477,0.117682477,0.09747769,0,0,0,2.051258703,4.263996731,646,431,363,2447,1091,478,237,641,4.987654321,81,23,3,9,23,3,2,10,0,3,25,1,4,174,159,17,225,/Users/kpolonsky/Downloads/TEST//MSAs//RNF19B_TRUE.fas,1695618.5,1.0001,0.0133
TLE4,40,0.896373057,654,-1,0.092469355,0.092469355,0.125794023,0,0,0,2.572114674,3.929127053,965,545,468,4628,2168,668,336,1456,6.410596026,151,50,4,14,21,2,5,16,1,2,64,13,6,183,130,77,377,/Users/kpolonsky/Downloads/TEST//MSAs//TLE4_TRUE.fas,2118223,0.9972,0.0213
TSHB,40,0.618320611,111,-1,0.176523373,0.176523373,0.095767797,0,0.242673481,0,2.033662344,1.90499391,131,99,76,821,534,157,5,125,4.92,25,4,1,1,6,0,1,3,1,0,12,1,1,41,22,14,23,/Users/kpolonsky/Downloads/TEST//MSAs//TSHB_TRUE.fas,366519.5,0.9939,0.0301
COX15,40,0.840517241,485,-1,0.096479108,0.096479108,0.081213338,0,0,0,2.063296305,6.223042836,696,303,223,2708,881,638,165,1024,8.517647059,85,23,2,6,9,1,2,12,0,2,41,5,6,84,78,57,377,/Users/kpolonsky/Downloads/TEST//MSAs//COX15_TRUE.fas,1079307,0.9936,0.0352
COQ5,40,0.683333333,264,-1,0.222249548,0.222249548,0.175106846,0,0.314123026,0,2.191375907,2.075428571,300,219,183,1750,1036,278,227,209,5.925925926,54,8,5,5,15,2,1,7,1,0,24,2,0,67,76,37,53,/Users/kpolonsky/Downloads/TEST//MSAs//COQ5_TRUE.fas,801460.5,0.9954,0.0261
EXOC1,40,0.845845846,586,-1,0.095731032,0.095731032,0.088037657,0,0,0,2.406727322,3.506113537,999,627,569,4580,2215,1002,274,1089,5.593984962,133,54,3,22,21,2,9,10,0,3,48,4,9,325,151,56,345,/Users/kpolonsky/Downloads/TEST//MSAs//EXOC1_TRUE.fas,2594414.5,0.9986,0.0141
CCDC47,40,0.835635359,461,-1,0.103271662,0.103271662,0.086975233,0,0,0,1.938293584,5.687546887,724,392,313,2666,827,419,239,1181,6.252873563,87,31,4,6,14,1,0,13,1,2,29,4,11,146,91,44,294,/Users/kpolonsky/Downloads/TEST//MSAs//CCDC47_TRUE.fas,1354431.5,0.9957,0.026
CCDC6,40,0.846153846,390,-1,0.103401772,0.103401772,0.104197897,0,0,0,2.057474104,3.81865094,572,343,259,2713,1304,533,236,640,6.324324324,74,22,1,7,13,2,2,9,0,1,30,5,3,136,89,50,234,/Users/kpolonsky/Downloads/TEST//MSAs//CCDC6_TRUE.fas,1293115.5,0.998,0.0186
TNIK,40,0.831077423,1060,-1,0.117031152,0.117031152,0.109512402,0,0,0,2.491930413,4.195539033,1847,908,813,9415,3548,1634,1026,3207,7.295950156,321,89,14,23,53,4,8,28,4,2,151,13,8,270,281,174,793,/Users/kpolonsky/Downloads/TEST//MSAs//TNIK_TRUE.fas,3380294.5,1.0026,0.0477
